ID;Última Actualización;Razón Social;Calle;Número;ID Comuna;Comuna;ID Región;Región;Horario de Atención;Distribuidor;Distribuidor Logo;Distribuidor Logo SVG;Distribuidor Logo SVG Horizontal;Gasolina 93 $/L;Gasolina 97 $/L;Petróleo Diesel $/L;Gasolina 95 $/L;GLP Vehicular $/m3;GNC $/m3;Latitud;Longitud;Tienda;Farmacia;Mantención;Autoservicio;Pago Efectivo;Cheque;Tarjetas Bancarias;Tarjeta Grandes Tiendas
pb410201;04/02/2021 14:46;Aros y Asociados Limitada.;AVDA. SUECIA;699;4102;Coquimbo;4;Coquimbo;24 horas;Aronex;http://api.cne.cl/brands/logo86.jpg;http://api.cne.cl/brands/aronex.svg;http://api.cne.cl/brands/aronex-horizontal.svg;793;855;555;824;;;-2,99713E+13;-7,13198E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
pb410204;05/02/2021 10:03;SEPROIN LTDA.;25 de mayo esq panamericana norte;1;4102;Coquimbo;4;Coquimbo;24 horas;Viva combustibles;http://api.cne.cl/brands/logo26.jpg;http://api.cne.cl/brands/viva combustibles.svg;http://api.cne.cl/brands/viva combustibles-horizontal.svg;771;;566;816;;;-2,99667E+13;-7,1324E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
pb410205;05/02/2021 13:38;SOCIEDAD COMERCIAL SERVET SPA;regimiento arica;655;4102;Coquimbo;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;788;848;550;817;;;-2,99507E+13;-7,12673E+13;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO
pe410201;04/02/2021 9:38;Distribuidora y Comercial D.G.P SPA;Darío Salas;301;4102;Coquimbo;4;Coquimbo;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;795;855;562;825;;;-2,99763E+13;-7,13449E+12;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
pe410202;04/02/2021 9:48;Distribuidora y Comercial D.G.P SPA;Panamericana 5 Nortecruce La Cantera;2100;4102;Coquimbo;4;Coquimbo;00:00 a 23:59;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;806;868;566;837;;;-2,99639E+13;-7,13182E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
sh410202;04/02/2021 18:34;Inversiones Oro Negro Ltda.;Avda. Alessandri;147;4102;Coquimbo;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;799,9;891,9;575,9;829,9;;;-2,99649E+13;-7,13429E+13;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
sh410203;05/02/2021 18:50;COMERCIAL TORELY SPA;Panamericana Nortecruce Peï¿½uelas;0;4102;Coquimbo;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;789;849;558;819;;;-2,99477E+13;-7,12856E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
sh410205;04/02/2021 9:55;Alto Rosario SpA;Chorrillos;1250;4102;Coquimbo;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;806;868;566;837;;;-2,99659E+12;-7,13282E+13;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
sh410206;05/02/2021 14:18;LENCK y CIA;Melgarejo;1200;4102;Coquimbo;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;780;843;550;810;;;-2,99552E+13;-7,13379E+13;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO
sh410207;05/02/2021 16:20;RAFAEL OSORIO Y CIA LTDA.;La Cantera;1955;4102;Coquimbo;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;791;851;558;821;;;-299767076;-712895506;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
sh410208;05/02/2021 13:47;sociedad comercial paiva galleguillos limitada.// 76.129.322-2;ruta D43;1011;4102;Coquimbo;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;788;848;550;817;;;-2,99944E+13;-7,12591E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
te410201;04/02/2021 9:54;sociedad C & L ltda.;Panamericana Norte Km. 460, La Herradura;0;4102;Coquimbo;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;795;855;562;825;;;-2,99796E+13;-7,13475E+13;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co410301;04/02/2021 9:47;COMERCIALIZADORA ORIETTA JESSICA ARAYA PANGUE EIRL;EL SALITRE;20;4103;Andacollo;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;802;858;556;830;;;-3,02263E+13;-7,10844E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co410601;04/02/2021 11:24;COMERCIALIZADORA Y DISTRIBUIDORA FUENTES Y SEPULVEDA LIMITADA;LAS DELICIAS CON SARGENTO ALDEA;22;4106;Vicuña;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;799;860;556;829;;;-3,00364E+13;-7,07172E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
pe410601;04/02/2021 13:44;DISTRIBUIDORA DE COMBUSTIBLES TRES-A LIMITADA;RUTA 41 N 037 KM 79;0;4106;Vicuña;4;Coquimbo;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;802;868;549;836;;;-2,99805E+13;-7,05628E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
sh410601;04/02/2021 12:56;JOSE CORTES PEREZ E HIJOS LTDA.;Avda Faustino Sarmientoesq O'higgins;0;4106;Vicuña;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;799;870;556;829;;;-3,00367E+13;-7,07039E+13;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co420101;04/02/2021 8:18;COMBUSTIBLES HUIFQUENCO LIMITADA;salvador allende;1150;4201;Illapel;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;800;860;556;829;;;-3,1631E+13;-7,11649E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
sh420101;04/02/2021 9:52;Combustibles Illapel SpA;Independencia esq Uruguay;208;4201;Illapel;4;Coquimbo;06:00 a 01:00;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;806;871;561;838;;;-3,16336E+12;-7,11711E+13;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
te420101;05/02/2021 15:25;Godoy & Simoncelli SPA;Avda. Presidente Salvador Allende;444;4201;Illapel;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;800;860;556;829;;;-3,16355E+12;-7,11728E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
pb420202;04/02/2021 17:22;Combustibles Canela;Ruta D-71 km 17.5 Canela Baja;0;4202;Canela;4;Coquimbo;7 am a 23 pm;Sin bandera;http://api.cne.cl/brands/logo10.jpg;http://api.cne.cl/brands/sin bandera.svg;http://api.cne.cl/brands/sin bandera-horizontal.svg;833;;560;840;;;-3,13923E+13;-7,14426E+13;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
sh420201;05/02/2021 13:34;INVERSIONES ENEX S.A;PANAMERICANA NORTE KM 265;0;4202;Canela;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;803;859;554;832;;;-3,16078E+13;-7,15241E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
co420301;04/02/2021 7:41;MANUEL MENENDEZ G. COMERCIAL Y SERVICIOS E.I.R.L.;PANAMERICANA NORTE KM 195;0;4203;Los Vilos;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;803;858;554;832;;;-3,21529E+13;-7,15115E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co420302;04/02/2021 8:58;COMERCIALIZADORA Y DISTRIBUIDORA  SANTA MARTA RUT 76201335-5;CARRETERA PANAMERICANA NORTE KM 225;0;4203;Los Vilos;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;803;858;554;832;;;-3,191E+13;-7,1492E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co420303;04/02/2021 8:19;Comercial y Turismo Amancay Limitada;PANAMERICANA NORTE KM 227;0;4203;Los Vilos;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;803;858;554;832;;;-3,18885E+13;-7,14918E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co420304;04/02/2021 9:07;Administradora de ventas al detalle ltda.;CARRETERA PANAMERICANA NORTE KM  EJE PONIENTE;204;4203;Los Vilos;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;803;858;554;832;;;-3,18993E+13;-7,14874E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co420305;04/02/2021 7:56;Manuel Menéndez G. Comercial y Servicios E.I.R.L.;CARRETERA PANAMERICANA NORTE KM  EJE ORIENTE;204;4203;Los Vilos;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;803;858;554;832;;;-3,18994E+13;-7,14858E+12;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
pe420301;04/02/2021 14:18;SERVICIOS HERRMANN LIMITADA;Panamericana Norte km. 225;225;4203;Los Vilos;4;Coquimbo;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;806;865;551;835;;;-3,19095E+13;-7,14921E+12;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co420401;04/02/2021 11:17;Ivan Igor Bizama Damke;Carretera D-81, Lote E;0;4204;Salamanca;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;;;556;;;;-3,17748E+13;-7,0995E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co420402;04/02/2021 10:39;BIZAMA DAMKE, IVAN;O'HIGGINS;490;4204;Salamanca;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;800;860;556;830;;;-3,17825E+13;-7,09606E+13;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
te420401;05/02/2021 13:34;NEVER STOP SPA;Jose Joaquin Perez;400;4204;Salamanca;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;800;860;556;830;;;-3,17833E+13;-7,09644E+13;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
ag430101;04/02/2021 14:56;Autogasco;ariztia oriente;0;4301;Ovalle;4;Coquimbo;24 horas;Autogasco;http://api.cne.cl/brands/logo28.jpg;http://api.cne.cl/brands/autogasco.svg;http://api.cne.cl/brands/autogasco-horizontal.svg;;;;;499;;-3,06026E+11;-7,11966E+13;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
co430101;04/02/2021 13:53;AGUILERA BUSTAMANTE Y CIA. LTDA.;ARIZTIA, ESQ. ANTONIO TIRADO;0;4301;Ovalle;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;793;847;561;821;;;-3,06027E+13;-7,11968E+13;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co430102;04/02/2021 15:05;COM.FERNANDEZ Y GONZALEZ LTDA. RUT:77.619.730-0;BENAVENTE;836;4301;Ovalle;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;790;844;559;818;;;-3,05978E+13;-7,11877E+12;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co430103;04/02/2021 12:54;Comercializadora y Distribuidora Norte Chico Ltda;PANAMERICANA NORTE KM 370;0;4301;Ovalle;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;803;859;563;831;;;-3,05983E+12;-7,11989E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co430104;04/02/2021 11:04;COMERCIAL GABE LTDA. 76.061.842-k;SOCOS ESQ. VICTORIA;420;4301;Ovalle;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;792;846;561;820;;;-3,06018E+13;-7,12049E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co430105;04/02/2021 9:15;SOC COM SHARPE HNAS  LTDA.;CAMINO TUQUI SN;0;4301;Ovalle;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;793;848;564;822;;;-3,05824E+13;-7,11899E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co430106;04/02/2021 1:46;COMERCIAL GABE LTDA;ARIZTIA ORIENTE;1031;4301;Ovalle;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;793;847;562;821;;;-3060906;-71193763;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
li430101;04/04/2019 9:39;Cesar Castro;VICUÑA MACKENNA;1545;4301;Ovalle;4;Coquimbo;10:00 HRS A 20: HRS;Lipigas;http://api.cne.cl/brands/logo24.jpg;http://api.cne.cl/brands/lipigas.svg;http://api.cne.cl/brands/lipigas-horizontal.svg;;;;;425;;-3,0608E+13;-7,12153E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
pb430101;05/02/2021 14:45;Comercial el Valle ltda;PROLONGACION BENAVENTE;1735;4301;Ovalle;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;793;847;562;821;;;-3,05983E+13;-7,11875E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pe430101;04/02/2021 18:01;Samuel Rojo M y Cia Ltda;Vicuña Mackenna esq Libertad;955;4301;Ovalle;4;Coquimbo;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;792;849;562;823;;;-3,06059E+13;-7,12098E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
sh430101;05/02/2021 15:39;Pincheira e Hijos SpA;Ariztia esq La Feria;0;4301;Ovalle;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;792;846;561;820;;;-3,05984E+13;-7,11987E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
sh430102;04/02/2021 15:03;SOCIEDAD COMERCIAL MIRADOR LTDA;Avda. Vicuï¿½a Mackenna;975;4301;Ovalle;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;792;850;562;823;;;-3,06065E+13;-7,12111E+13;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
sh430103;04/02/2021 15:31;Comercial El Valle Ltda. // 76.275.048-1;Ariztia esq Tangue;0;4301;Ovalle;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;794;848;562;822;;;-3,06041E+13;-7,11972E+13;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
co430201;04/02/2021 16:09;Administradora de estaciones de servicio SERCO Ltda.;JUAN IGNACIO FLORES;576;4302;Combarbalá;4;Coquimbo;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;804;865;568;837;;;-3,11754E+13;-7,10062E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
pb430301;30/01/2021 15:07;COMBULAHE;Pedro Leon Gallo;583;4303;Monte Patria;4;Coquimbo;24 horas;Sin bandera;http://api.cne.cl/brands/logo10.jpg;http://api.cne.cl/brands/sin bandera.svg;http://api.cne.cl/brands/sin bandera-horizontal.svg;978;;698;;;;-30770241;-70945077;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pe430301;04/02/2021 17:59;Samuel Rojo M y cia Ltda;Camino Troncal;0;4303;Monte Patria;4;Coquimbo;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;802;860;567;831;;;-3,06973E+13;-7,09608E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
sh430104;04/02/2021 10:10;Distribuidora de Combustibles Don Alfonso Ltda.;CAUPOLICAN;482;4304;Punitaqui;4;Coquimbo;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;800;856;570;830;;;-30827677;-7126053;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
ab1310103;08/01/2021 9:42;Administradora de Servicios Ecogreen Ltda.;Err?zuriz;2364;5101;Valparaíso;5;Valparaíso;24 horas;Abastible;http://api.cne.cl/brands/logo23.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;;;;;399;;-3,30446E+13;-7,16086E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
co510102;04/02/2021 14:18;Administradora de Ventas al Detalle Ltda.;AV. BRASIL, ESQ. AV. ERRï¿½ZURIZ;0;5101;Valparaíso;5;Valparaíso;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;755;847;516;788;;;-3,30445E+13;-7,16081E+12;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co510103;04/02/2021 14:03;COMERCIAL BEISA LIMITADA;SANTOS OSSA;960;5101;Valparaíso;5;Valparaíso;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;772;848;530;804;;;-3,30531E+13;-7,16011E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co510104;04/02/2021 12:13;BARDET Y COMPAÑÍA LIMITADA;AV. COLÓN;2330;5101;Valparaíso;5;Valparaíso;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;755;847;516;788;;;-3,30499E+13;-7,16126E+13;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co510105;04/02/2021 9:29;Valencia y Pacheco Ltda (VALEPAC LTDA) /Rut: 78.229.820-8;RUTA 68, PLACILLA KM;105;5101;Valparaíso;5;Valparaíso;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;782;849;536;814;;;-3,31294E+13;-7,15625E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co510106;04/02/2021 9:27;ESCOBAR Y DE DIEGO LIMITADA / RUT: 77.178.050-4;AVDA. BRASIL;1804;5101;Valparaíso;5;Valparaíso;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;755;847;516;788;;;-3,30451E+13;-7,16178E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co510107;05/02/2021 12:40;SOCIEDAD COMERCIAL SANTA ELENA LIMITADA RUT: 76.129.356-7;AV. PLAYA ANCHA;697;5101;Valparaíso;5;Valparaíso;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;755;847;508;787;403;;-3,30265E+13;-7,16397E+13;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co510108;04/02/2021 14:38;COMERCIAL VON KRETSCHMANN Y CIA. LTDA.;CHACABUCO, GENERAL CRUZ;0;5101;Valparaíso;5;Valparaíso;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;749;841;516;782;;;-3,30462E+13;-7,16131E+12;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co510110;04/02/2021 8:56;ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA;AV. FEDERICO STA. MARIA;2044;5101;Valparaíso;5;Valparaíso;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;755;847;508;787;;;-3,30458E+13;-7,16506E+12;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co510111;05/02/2021 9:25;COMERCIALIZADORA Y DISTRIBUIDORA TORRES Y SEPULVEDA LTDA;Av. Matta;2114;5101;Valparaíso;5;Valparaíso;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;759;822;525;791;;;-33047855;-71580521;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pb510101;04/02/2021 11:55;MARCELO PAVEZ  ESTACION DE SERVICIOS EIRL RUT 76.166.859-5;Errázuriz  Bellavista;1306;5101;Valparaíso;5;Valparaíso;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;755;847;516;788;;;-3,30432E+13;-7,16219E+13;VERDADERO;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO
pb510103;11/02/2021 7:25;INVERSIONES OLIVARES MEDEL Y PESCE SpA.;Errázuriz;1980;5101;Valparaíso;5;Valparaíso;24 horas;Petroval;http://api.cne.cl/brands/logo81.jpg;http://api.cne.cl/brands/petroval.svg;http://api.cne.cl/brands/petroval-horizontal.svg;761;;521;794;;;-33043823;-716162448;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pb630801;05/02/2021 8:13;F&V Inversiones ltda;AV. EL SAUCE;311;5101;Valparaíso;5;Valparaíso;07:00 a 23:00;Sin bandera;http://api.cne.cl/brands/logo10.jpg;http://api.cne.cl/brands/sin bandera.svg;http://api.cne.cl/brands/sin bandera-horizontal.svg;782;;536;812;;;-3,31139E+13;-7,15642E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pe510101;04/02/2021 14:49;Servimarc Ltda.;Levarte;1050;5101;Valparaíso;5;Valparaíso;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;755;847;508;787;;;-3,30399E+13;-7,16451E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pe510104;08/02/2021 12:00;Marisa Crignola Gerini;Av. Argentina;710;5101;Valparaíso;5;Valparaíso;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;772;848;530;804;;;-3,30495E+13;-7,16036E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
